Amount offered,Rating Left,Accepted offer?,Turker ID
0,1,False,A1QS475M5OOPGP
1,3,True,A2BZJJP6YKOI7X
10,2,True,A14DAYULFB8RA3
9,2,True,A2Z6XDAM3ALJZU
8,4,True,A1CR0WA81XE9FW
0,1,False,A27ZD146NY4WOO
5,2,True,A17ACUDW7ZD31Q
9,4,True,AF809I6N6GIKV
6,2,True,A1CR0WA81XE9FW
7,4,True,A1CR0WA81XE9FW
2,1,False,A1CR0WA81XE9FW
9,4,True,A2ETKHHF3LTC0B
10,5,True,A27ZD146NY4WOO
3,2,False,A1QS475M5OOPGP
1,4,False,A14DAYULFB8RA3
5,1,True,A2Z6XDAM3ALJZU
6,2,True,A1CR0WA81XE9FW
5,4,True,A1QS475M5OOPGP
4,3,True,AF809I6N6GIKV
1,1,False,A2BZJJP6YKOI7X
3,2,True,A1CR0WA81XE9FW
0,3,True,A2ETKHHF3LTC0B
1,3,True,A2ETKHHF3LTC0B
7,5,True,A2Z9LRF7NWBOM2
8,4,True,A27ZD146NY4WOO
10,5,True,AF809I6N6GIKV
8,3,True,A14DAYULFB8RA3
1,1,True,A2Z6XDAM3ALJZU
8,5,True,A2Z6XDAM3ALJZU
2,5,False,A1CR0WA81XE9FW
6,3,True,A1CR0WA81XE9FW
0,5,False,A2Z9LRF7NWBOM2
9,5,True,A2Z9LRF7NWBOM2
8,4,True,A27ZD146NY4WOO
0,1,False,A1QS475M5OOPGP
0,1,False,AF809I6N6GIKV
4,3,True,AF809I6N6GIKV
7,5,True,A14DAYULFB8RA3
7,3,True,A1CR0WA81XE9FW
5,3,True,A1CR0WA81XE9FW
6,5,True,A2ETKHHF3LTC0B
1,5,False,A2Z9LRF7NWBOM2
2,2,False,A27ZD146NY4WOO
7,3,True,A17ACUDW7ZD31Q
0,1,False,A1QS475M5OOPGP
10,5,True,A1CR0WA81XE9FW
0,1,False,A1CR0WA81XE9FW
4,2,True,A1CR0WA81XE9FW
8,4,True,A2ETKHHF3LTC0B
5,3,True,A17ACUDW7ZD31Q
0,5,False,A2BZJJP6YKOI7X
3,3,False,A14DAYULFB8RA3
0,4,False,A2Z6XDAM3ALJZU
10,5,True,A1CR0WA81XE9FW
0,1,False,A1CR0WA81XE9FW
4,4,True,A17ACUDW7ZD31Q
9,4,True,A17ACUDW7ZD31Q
