Amount offered,Rating Left,Accepted offer?,Turker ID
7,5,True,A17Z9D2SITXWAG
3,5,True,A2DEU9M6M8XADX
10,1,False,A27XBGPT7EEZJR
10,5,True,A3AVZHEIMSKFD3
8,4,True,A3U8BCUX7WNUK0
9,5,True,A3U8BCUX7WNUK0
6,5,True,A2DEU9M6M8XADX
7,5,True,A2JWZ3NDNMKQ82
6,4,True,A3AVZHEIMSKFD3
0,1,True,A3AVZHEIMSKFD3
0,1,False,A3AVZHEIMSKFD3
0,2,False,A8B4AE3QMECV
8,4,True,A1OSVWUU1NOQ84
3,5,False,A27XBGPT7EEZJR
4,3,True,A3HCEVA7SJSVPJ
1,1,False,A3AVZHEIMSKFD3
0,1,False,A8B4AE3QMECV
3,4,True,A8B4AE3QMECV
1,1,True,A3U8BCUX7WNUK0
4,5,True,A2DEU9M6M8XADX
9,5,True,A2DEU9M6M8XADX
2,3,True,A2JWZ3NDNMKQ82
6,5,True,A3HCEVA7SJSVPJ
6,5,True,A2U01ZSNRCSV3V
7,5,True,A2U01ZSNRCSV3V
3,2,True,A3U8BCUX7WNUK0
6,4,True,A1OSVWUU1NOQ84
1,3,False,A1OSVWUU1NOQ84
1,1,False,A2JWZ3NDNMKQ82
2,4,False,A1OSVWUU1NOQ84
3,2,False,A27XBGPT7EEZJR
6,4,True,A2JWZ3NDNMKQ82
6,4,True,A27XBGPT7EEZJR
0,1,False,A2JWZ3NDNMKQ82
5,3,False,A27XBGPT7EEZJR
0,1,False,A3HCEVA7SJSVPJ
9,5,True,A17Z9D2SITXWAG
6,5,True,A17Z9D2SITXWAG
2,4,True,A2U01ZSNRCSV3V
7,1,True,A8B4AE3QMECV
0,3,False,A1OSVWUU1NOQ84
4,3,True,A3HCEVA7SJSVPJ
6,5,True,A17Z9D2SITXWAG
2,4,True,A2U01ZSNRCSV3V
9,5,True,A17Z9D2SITXWAG
5,5,True,A2U01ZSNRCSV3V
6,3,True,A8B4AE3QMECV
8,4,True,A3U8BCUX7WNUK0
5,5,True,A2DEU9M6M8XADX
8,5,True,A3HCEVA7SJSVPJ
